name,com,app,money,io,cash,free_count
smoothring,FREE,FREE,REG,FREE,FREE,4
smoothshoot,FREE,FREE,FREE,FREE,REG,4
smoothspread,FREE,FREE,FREE,FREE,FREE,5
smoothzip,FREE,FREE,REG,FREE,FREE,4
snapema,FREE,FREE,FREE,FREE,REG,4
snapena,FREE,FREE,FREE,FREE,FREE,5
snapfity,FREE,FREE,REG,FREE,FREE,4
snapklan,FREE,FREE,FREE,FREE,REG,4
snapposse,FREE,FREE,FREE,FREE,FREE,5
snapufy,FREE,FREE,REG,FREE,FREE,4
socify,PARKED,REG,FREE,PARKED,FREE,2
sociocoin,PARKED,FREE,FREE,FREE,FREE,4
splitana,FREE,FREE,FREE,FREE,REG,4
splitband,FREE,FREE,FREE,FREE,FREE,5
splitclan,FREE,FREE,REG,FREE,FREE,4
splitema,FREE,FREE,FREE,FREE,REG,4
splitena,FREE,FREE,FREE,FREE,FREE,5
splitfellow,FREE,FREE,REG,FREE,FREE,4
splitfity,FREE,FREE,FREE,FREE,REG,4
splitfolk,FREE,FREE,FREE,FREE,FREE,5
splitona,FREE,FREE,REG,FREE,FREE,4
splitoso,FREE,FREE,FREE,FREE,REG,4
splitposse,FREE,FREE,FREE,FREE,FREE,5
splitsity,FREE,FREE,REG,FREE,FREE,4
splittribe,FREE,FREE,FREE,FREE,REG,4
splitufy,FREE,FREE,FREE,FREE,FREE,5
splitvity,FREE,FREE,REG,FREE,FREE,4
spreadafy,FREE,FREE,FREE,FREE,REG,4
spreadaly,FREE,FREE,FREE,FREE,FREE,5
spreadana,FREE,FREE,REG,FREE,FREE,4
spreadband,FREE,FREE,FREE,FREE,REG,4
spreadbuck,FREE,FREE,FREE,FREE,FREE,5
spreadclan,FREE,FREE,REG,FREE,FREE,4
spreadcrew,FREE,FREE,FREE,FREE,REG,4
spreadema,FREE,FREE,FREE,FREE,FREE,5
spreadena,FREE,FREE,REG,FREE,FREE,4
spreadfam,FREE,FREE,FREE,FREE,REG,4
spreadfellow,FREE,FREE,FREE,FREE,FREE,5
spreadfolk,FREE,FREE,REG,FREE,FREE,4
spreadfriend,FREE,FREE,FREE,FREE,REG,4
spreadico,FREE,FREE,FREE,FREE,FREE,5
spreadkin,FREE,FREE,REG,FREE,FREE,4
spreadklan,FREE,FREE,FREE,FREE,REG,4
spreadona,FREE,FREE,FREE,FREE,FREE,5
spreadoro,FREE,FREE,REG,FREE,FREE,4
spreadparty,FREE,FREE,FREE,FREE,REG,4
spreadpeer,FREE,FREE,FREE,FREE,FREE,5
spreadposse,FREE,FREE,REG,FREE,FREE,4
spreadsity,FREE,FREE,FREE,FREE,REG,4
spreadufy,FREE,FREE,FREE,FREE,FREE,5
spreadvity,FREE,FREE,REG,FREE,FREE,4
squadafy,FREE,FREE,FREE,FREE,REG,4
squadana,FREE,FREE,FREE,FREE,FREE,5
squadara,FREE,FREE,REG,FREE,FREE,4
squadbeam,FREE,FREE,FREE,FREE,REG,4
squadbump,FREE,FREE,FREE,FREE,FREE,5
squaddrop,FREE,FREE,REG,FREE,FREE,4
squadely,FREE,FREE,FREE,FREE,REG,4
squadema,FREE,FREE,FREE,FREE,FREE,5
squadena,FREE,FREE,REG,FREE,FREE,4
squadfling,FREE,FREE,FREE,FREE,REG,4
squadgive,FREE,FREE,FREE,FREE,FREE,5
squadoro,FREE,FREE,REG,FREE,FREE,4
squadoso,FREE,FREE,FREE,FREE,REG,4
squadsend,FREE,FREE,FREE,FREE,FREE,5
squadshoot,FREE,FREE,REG,FREE,FREE,4
squadslide,FREE,FREE,FREE,FREE,REG,4
squadspread,FREE,FREE,FREE,FREE,FREE,5
squadufy,FREE,FREE,REG,FREE,FREE,4
streamema,FREE,FREE,FREE,FREE,REG,4
streamena,FREE,FREE,FREE,FREE,FREE,5
streamfity,FREE,FREE,REG,FREE,FREE,4
streamklan,FREE,FREE,FREE,FREE,REG,4
streamsity,FREE,FREE,FREE,FREE,FREE,5
streamufy,FREE,FREE,REG,FREE,FREE,4
surebump,FREE,FREE,FREE,FREE,REG,4
sureclan,FREE,FREE,FREE,FREE,FREE,5
surefellow,FREE,FREE,REG,FREE,FREE,4
sureposse,FREE,FREE,FREE,FREE,REG,4
swaparo,FREE,FREE,FREE,FREE,FREE,5
swapbuck,FREE,FREE,REG,FREE,FREE,4
swapclan,FREE,FREE,FREE,FREE,REG,4
swapema,FREE,FREE,FREE,FREE,FREE,5
swapfity,FREE,FREE,REG,FREE,FREE,4
swapfolk,FREE,FREE,FREE,FREE,REG,4
swapgang,FREE,FREE,FREE,FREE,FREE,5
swapklan,FREE,FREE,REG,FREE,FREE,4
swaposo,FREE,FREE,FREE,FREE,REG,4
swapposse,FREE,FREE,FREE,FREE,FREE,5
swapufy,FREE,FREE,REG,FREE,FREE,4
swapvity,FREE,FREE,FREE,FREE,REG,4
swiftfellow,FREE,FREE,FREE,FREE,FREE,5
swiftfriend,FREE,FREE,REG,FREE,FREE,4
swiftklan,FREE,FREE,FREE,FREE,REG,4
swiftparty,FREE,FREE,FREE,FREE,FREE,5
swiftposse,FREE,FREE,REG,FREE,FREE,4
swipeafy,FREE,FREE,FREE,FREE,REG,4
swipeana,FREE,FREE,FREE,FREE,FREE,5
swipeara,FREE,FREE,REG,FREE,FREE,4
swipearo,FREE,FREE,FREE,FREE,REG,4
swipeband,FREE,FREE,FREE,FREE,FREE,5
swipeclan,FREE,FREE,REG,FREE,FREE,4
swipeely,FREE,FREE,FREE,FREE,REG,4
swipeema,FREE,FREE,FREE,FREE,FREE,5
swipeena,FREE,FREE,REG,FREE,FREE,4
swipeey,FREE,FREE,FREE,FREE,REG,4
swipefellow,FREE,FREE,FREE,FREE,FREE,5
swipefity,FREE,FREE,REG,FREE,FREE,4
swipefriend,FREE,FREE,FREE,FREE,REG,4
swipeie,FREE,FREE,FREE,FREE,FREE,5
swipeklan,FREE,FREE,REG,FREE,FREE,4
swipeoro,FREE,FREE,FREE,FREE,REG,4
swipeoso,FREE,FREE,FREE,FREE,FREE,5
swipeposse,FREE,FREE,REG,FREE,FREE,4
swipesity,FREE,FREE,FREE,FREE,REG,4
swipeufy,FREE,FREE,FREE,REG,FREE,4
swipevity,FREE,FREE,REG,FREE,FREE,4
tapfellow,FREE,FREE,FREE,FREE,REG,4
tapfity,FREE,FREE,FREE,FREE,FREE,5
tapgang,FREE,FREE,REG,FREE,FREE,4
tapklan,FREE,FREE,FREE,FREE,REG,4
tappal,REG,FREE,FREE,FREE,FREE,4
tapposse,FREE,FREE,FREE,FREE,FREE,5
teamafy,FREE,FREE,REG,FREE,FREE,4
teamema,FREE,FREE,FREE,FREE,REG,4
teamena,FREE,FREE,FREE,FREE,FREE,5
teamfling,FREE,FREE,REG,FREE,FREE,4
teampay,REG,REG,FREE,REG,FREE,2
teamsend,REG,FREE,FREE,FREE,FREE,4
teamtip,PARKED,FREE,FREE,FREE,FREE,4
teamufy,FREE,FREE,FREE,FREE,REG,4
thegivebuddy,FREE,FREE,FREE,FREE,FREE,5
thegivemate,FREE,FREE,REG,FREE,FREE,4
thegivepal,FREE,FREE,FREE,FREE,REG,4
thepaybuddy,FREE,FREE,FREE,FREE,FREE,5
thepayfriend,FREE,FREE,REG,FREE,FREE,4
thepaymate,PARKED,FREE,FREE,FREE,FREE,4
thepaypal,FREE,FREE,FREE,FREE,REG,4
thesendmate,FREE,FREE,FREE,FREE,FREE,5
thesendpal,FREE,FREE,FREE,FREE,FREE,5
tipbuddy,REG,FREE,FREE,FREE,FREE,4
tipify,PARKED,FREE,FREE,REG,FREE,3
tiplink,REG,REG,FREE,REG,FREE,2
tipmate,REG,PARKED,FREE,REG,FREE,2
tippal,REG,REG,FREE,FREE,FREE,3
tipper,REG,REG,FREE,REG,REG,1
tipping,PARKED,PARKED,REG,REG,FREE,1
tiprate,REG,REG,FREE,FREE,FREE,3
tiptap,REG,REG,PARKED,REG,FREE,1
tribeafy,FREE,FREE,FREE,FREE,REG,4
tribeara,FREE,FREE,FREE,FREE,FREE,5
tribearo,FREE,FREE,REG,FREE,FREE,4
tribebeam,FREE,FREE,FREE,FREE,REG,4
tribeely,FREE,FREE,FREE,FREE,FREE,5
tribeema,FREE,FREE,REG,FREE,FREE,4
tribeena,FREE,FREE,FREE,FREE,REG,4
tribefling,FREE,FREE,FREE,FREE,FREE,5
tribehop,FREE,FREE,REG,FREE,FREE,4
tribeia,FREE,FREE,FREE,FREE,REG,4
tribeona,FREE,FREE,FREE,FREE,FREE,5
tribeoso,FREE,FREE,REG,FREE,FREE,4
tribeping,FREE,FREE,FREE,FREE,REG,4
tribeslide,FREE,FREE,FREE,FREE,FREE,5
tribesplit,FREE,FREE,REG,FREE,FREE,4
tribespread,FREE,FREE,FREE,FREE,REG,4
tribeufy,FREE,FREE,FREE,FREE,FREE,5
tribezap,FREE,FREE,REG,FREE,FREE,4
tribify,REG,REG,FREE,REG,FREE,2
tryclan,FREE,FREE,FREE,FREE,REG,4
tryklan,FREE,FREE,FREE,FREE,FREE,5
trymoneymate,FREE,FREE,FREE,FREE,FREE,5
trymoneypal,REG,FREE,FREE,FREE,FREE,4
trymymate,FREE,FREE,FREE,FREE,FREE,5
trymypal,FREE,FREE,FREE,FREE,FREE,5
trypaybuddy,FREE,FREE,FREE,FREE,FREE,5
trypaymate,FREE,FREE,FREE,FREE,FREE,5
tryposse,FREE,FREE,REG,FREE,FREE,4
trysendbuddy,FREE,FREE,FREE,FREE,FREE,5
trysendmate,FREE,FREE,FREE,FREE,FREE,5
trysendpal,FREE,FREE,FREE,FREE,FREE,5
tryshoot,FREE,FREE,FREE,FREE,REG,4
usegang,FREE,FREE,FREE,FREE,FREE,5
usemymate,FREE,FREE,FREE,FREE,FREE,5
usemypal,FREE,FREE,FREE,FREE,FREE,5
usepaybuddy,FREE,FREE,FREE,FREE,FREE,5
usepaymate,FREE,FREE,FREE,FREE,FREE,5
usepeer,FREE,FREE,REG,FREE,FREE,4
useposse,FREE,REG,FREE,FREE,REG,3
usesendbuddy,FREE,FREE,FREE,FREE,FREE,5
usesendmate,FREE,FREE,FREE,FREE,FREE,5
usesendpal,FREE,FREE,FREE,FREE,FREE,5
useshoot,FREE,FREE,FREE,FREE,FREE,5
wallop,REG,REG,FREE,REG,FREE,2
walpal,REG,FREE,FREE,FREE,FREE,4
wegive,REG,PARKED,FREE,PARKED,FREE,2
wesend,REG,REG,PARKED,REG,FREE,1
wireafy,FREE,FREE,REG,FREE,FREE,4
wireana,FREE,FREE,FREE,FREE,REG,4
wireara,FREE,FREE,FREE,FREE,FREE,5
wirebuddy,REG,FREE,FREE,FREE,FREE,4
wireclan,FREE,FREE,REG,FREE,FREE,4
wireely,FREE,FREE,FREE,FREE,REG,4
wireena,FREE,FREE,FREE,FREE,FREE,5
wireey,FREE,FREE,REG,FREE,FREE,4
wirefellow,FREE,FREE,FREE,FREE,REG,4
wirefity,FREE,FREE,FREE,FREE,FREE,5
wireico,FREE,FREE,REG,FREE,FREE,4
wireklan,FREE,FREE,FREE,FREE,REG,4
wireona,FREE,FREE,FREE,FREE,FREE,5
wireoro,FREE,FREE,REG,FREE,FREE,4
wireoso,FREE,FREE,FREE,FREE,REG,4
wirepeer,FREE,FREE,FREE,FREE,FREE,5
wireposse,FREE,FREE,REG,FREE,FREE,4
wiresta,FREE,FREE,FREE,FREE,REG,4
wirevity,FREE,FREE,FREE,FREE,FREE,5
withclan,FREE,FREE,REG,FREE,FREE,4
withfling,FREE,FREE,FREE,FREE,REG,4
withgang,FREE,FREE,FREE,FREE,FREE,5
withklan,FREE,FREE,REG,FREE,FREE,4
withpaymate,FREE,FREE,FREE,FREE,FREE,5
withpeer,FREE,FREE,FREE,FREE,REG,4
withsendpal,FREE,FREE,FREE,FREE,FREE,5
withshoot,FREE,FREE,FREE,FREE,FREE,5
yaar,REG,?,?,?,FREE,1
yourgivepal,FREE,FREE,REG,FREE,FREE,4
yourklan,FREE,FREE,FREE,FREE,REG,4
yourpaymate,FREE,FREE,FREE,FREE,FREE,5
yourpaypal,FREE,FREE,REG,FREE,FREE,4
yoursendmate,FREE,FREE,FREE,FREE,REG,4
yoursendpal,FREE,FREE,FREE,FREE,FREE,5
zaparo,FREE,FREE,REG,FREE,FREE,4
zapbuck,FREE,FREE,FREE,FREE,REG,4
zapfellow,FREE,FREE,FREE,FREE,FREE,5
zapfity,FREE,FREE,REG,FREE,FREE,4
zapfolk,FREE,FREE,FREE,FREE,REG,4
zapklan,FREE,FREE,FREE,FREE,FREE,5
zaposo,FREE,FREE,REG,FREE,FREE,4
zapsity,FREE,FREE,FREE,FREE,REG,4
zapufy,FREE,FREE,FREE,FREE,FREE,5
zendo,REG,REG,FREE,REG,FREE,2
zipclan,FREE,FREE,REG,FREE,FREE,4
zipfity,FREE,FREE,FREE,FREE,REG,4
zipfolk,FREE,FREE,FREE,FREE,FREE,5
zipfriend,FREE,FREE,REG,FREE,FREE,4
zipklan,FREE,FREE,FREE,FREE,REG,4
zipsity,FREE,FREE,FREE,FREE,FREE,5
zipufy,FREE,FREE,REG,FREE,FREE,4
zipvity,FREE,FREE,FREE,FREE,REG,4
